id,Rout ID,Route,Bus stop name,Latitude,Longitude
470,0,Circulation line counterclockwise,____,34.950385,137.076939
471,0,Circulation line counterclockwise,____,34.948472,137.075048
472,0,Circulation line counterclockwise,________,34.945917,137.071971
473,0,Circulation line counterclockwise,___,34.943536,137.069101
474,0,Circulation line counterclockwise,______,34.940746,137.078221
476,0,Circulation line counterclockwise,_____,34.947522,137.084076
477,0,Circulation line counterclockwise,____,34.949877,137.085777
478,0,Circulation line counterclockwise,__,34.952585,137.087719
479,0,Circulation line counterclockwise,____,34.953232,137.09215
480,0,Circulation line counterclockwise,___,34.954293,137.091072
481,0,Circulation line counterclockwise,____,34.95581,137.089513
482,0,Circulation line counterclockwise,____,34.956826,137.088448
483,0,Circulation line counterclockwise,_____,34.959094,137.085996
484,0,Circulation line counterclockwise,_____,34.959851,137.083542
485,0,Circulation line counterclockwise,___,34.958617,137.081284
486,0,Circulation line counterclockwise,___,34.955452,137.079401
487,0,Circulation line counterclockwise,__,34.95315,137.07828
488,0,Circulation line counterclockwise,____,34.950385,137.076939
489,0,Circulation line counterclockwise,____,34.948472,137.075048
490,0,Circulation line counterclockwise,________,34.945917,137.071971
491,0,Circulation line counterclockwise,___,34.943536,137.069101
492,0,Circulation line counterclockwise,_________,34.940746,137.078221
493,0,Circulation line counterclockwise,______,34.942369,137.080438
494,0,Circulation line counterclockwise,_____,34.947522,137.084076
495,0,Circulation line counterclockwise,____,34.949877,137.085777
496,0,Circulation line counterclockwise,__,34.952585,137.087719
497,0,Circulation line counterclockwise,____,34.953232,137.09215
498,0,Circulation line counterclockwise,___,34.954293,137.091072
499,0,Circulation line counterclockwise,____,34.95581,137.089513
500,0,Circulation line counterclockwise,____,34.956826,137.088448
501,0,Circulation line counterclockwise,_____,34.959094,137.085996
502,0,Circulation line counterclockwise,_____,34.959851,137.083542
503,0,Circulation line counterclockwise,___,34.958617,137.081284
504,0,Circulation line counterclockwise,___,34.955452,137.079401
505,0,Circulation line counterclockwise,__,34.95315,137.07828
506,0,Circulation line counterclockwise,____,34.950385,137.076939
507,0,Circulation line counterclockwise,____,34.948472,137.075048
508,0,Circulation line counterclockwise,________,34.945917,137.071971
509,0,Circulation line counterclockwise,___,34.943536,137.069101
510,0,Circulation line counterclockwise,______,34.940746,137.078221
512,0,Circulation line counterclockwise,_____,34.947522,137.084076
513,0,Circulation line counterclockwise,____,34.949877,137.085777
514,0,Circulation line counterclockwise,__,34.952585,137.087719
515,0,Circulation line counterclockwise,____,34.953232,137.09215
516,0,Circulation line counterclockwise,___,34.954293,137.091072
517,0,Circulation line counterclockwise,____,34.95581,137.089513
518,0,Circulation line counterclockwise,____,34.956826,137.088448
519,0,Circulation line counterclockwise,_____,34.959094,137.085996
520,0,Circulation line counterclockwise,_____,34.959851,137.083542
521,0,Circulation line counterclockwise,___,34.958617,137.081284
522,0,Circulation line counterclockwise,___,34.955452,137.079401
523,0,Circulation line counterclockwise,__,34.95315,137.07828
524,0,Circulation line counterclockwise,____,34.950385,137.076939
525,0,Circulation line counterclockwise,____,34.948472,137.075048
526,0,Circulation line counterclockwise,________,34.945917,137.071971
527,0,Circulation line counterclockwise,___,34.943536,137.069101
528,0,Circulation line counterclockwise,______,34.940746,137.078221
530,0,Circulation line counterclockwise,_____,34.947522,137.084076
531,0,Circulation line counterclockwise,____,34.949877,137.085777
532,0,Circulation line counterclockwise,__,34.952585,137.087719
533,0,Circulation line counterclockwise,____,34.953232,137.09215
534,0,Circulation line counterclockwise,___,34.954293,137.091072
535,0,Circulation line counterclockwise,____,34.95581,137.089513
536,0,Circulation line counterclockwise,____,34.956826,137.088448
537,0,Circulation line counterclockwise,_____,34.959094,137.085996
538,0,Circulation line counterclockwise,_____,34.959851,137.083542
