row_i,rsrv_no,station_in,station_name_in,station_out,station_name_out,veh_type,veh_reg,veh_no,trip_duration,enrg_used,age_driver,id,gender,profes,time_rsrv,time_dep,time_pln_arr,time_in,time_out,lat_in,lng_in,lat_out,lng_out,commute,tempCelcius,rainfall-mm
3004,USR-01501,STN-00195,中央図書館,STN-00195,中央図書館,P-COM,安城市0み406,F01140277,61.05,1241.769,25,046af682973b80,,,2015-01-08 15:00:00,2015-01-08 15:00:00,2015-01-08 17:00:00,2015-01-08 15:00:00,2015-01-08 16:00:00,34.94673564,137.0765226,34.94673564,137.0765226,errand,7.0,0.0
3005,USR-01489,STN-00201,碧海信用金庫南安城店,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み401,401,127.3,2400.4662,22,0410bb82973b81,,,2015-01-08 09:00:00,2015-01-08 17:00:00,2015-01-08 20:00:00,2015-01-08 17:00:00,2015-01-08 19:00:00,34.954064,137.091118,34.954064,137.091118,errand,5.6,0.0
3006,USR-07415,STN-00196,大嶽安城 御幸ステーション,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み402,402,8.71666666667,122.6285,58,04bb6f92752f80,female_女性,office_worker_会社員,2016-05-15 10:00:00,2016-05-15 10:00:00,2016-05-15 11:00:00,2016-05-15 10:00:00,2016-05-15 11:00:00,34.960998,137.08374,34.954064,137.091118,commute,21.9,0.0
3007,USR-04569,STN-00196,大嶽安城 御幸ステーション,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み412,412,5.5,73.1785,42,0400c382973b81,male_男性,office_worker_会社員,2015-07-17 07:00:00,2015-07-17 18:00:00,2015-07-17 19:00:00,2015-07-17 18:00:00,2015-07-17 18:00:00,34.960998,137.08374,34.954064,137.091118,commute,27.0,0.0
3008,USR-02815,STN-00196,大嶽安城 御幸ステーション,STN-00201,碧海信用金庫南安城店,B-COM,安城市み409,409,37.8,88.7472,48,04ffff82973b80,,office_worker_会社員,2015-03-30 18:00:00,2015-03-30 18:00:00,2015-03-30 20:00:00,2015-03-30 18:00:00,2015-03-30 19:00:00,34.960998,137.08374,34.954064,137.091118,commute,17.3,0.0
3009,USR-02492,STN-00196,大嶽安城 御幸ステーション,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み401,401,10.9166666667,65.2295,48,04ffff82973b80,,office_worker_会社員,2015-03-07 15:00:00,2015-03-07 15:00:00,2015-03-07 16:00:00,2015-03-07 15:00:00,2015-03-07 15:00:00,34.960998,137.08374,34.954064,137.091118,commute,11.7,0.0
3010,USR-03198,STN-00191,エコセンター安城,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み401,401,74.3166666667,1642.8572,47,0494c482973b80,,,2015-04-27 10:00:00,2015-04-27 11:00:00,2015-04-27 12:00:00,2015-04-27 10:00:00,2015-04-27 12:00:00,34.96174153,137.0845843,34.954064,137.091118,commute,22.4,0.0
3011,USR-02763,STN-00202,碧海信用金庫本店,STN-00201,碧海信用金庫南安城店,B-COM,安城市0み411,411,6.71666666667,66.0406,47,046dba82973b80,,,2015-03-27 15:00:00,2015-03-27 15:00:00,2015-03-27 17:00:00,2015-03-27 15:00:00,2015-03-27 15:00:00,34.95775399,137.0852319,34.954064,137.091118,commute,19.5,0.0
3012,USR-01862,STN-00202,碧海信用金庫本店,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み404,404,4.55,69.1775,49,04cbc682973b80,,,2015-01-31 15:00:00,2015-01-31 19:00:00,2015-01-31 20:00:00,2015-01-31 19:00:00,2015-01-31 19:00:00,34.95775399,137.0852319,34.954064,137.091118,commute,4.8,0.0
3013,USR-01863,STN-00202,碧海信用金庫本店,STN-00202,碧海信用金庫本店,B-COM,安城市み410,410,5.5,9.0757,48,0433b682973b81,male_男性,office_worker_会社員,2015-01-31 15:00:00,2015-02-01 10:00:00,2015-02-01 11:00:00,2015-02-01 11:00:00,2015-02-01 11:00:00,34.95775399,137.0852319,34.95775399,137.0852319,errand,4.8,0.0
3014,USR-05596,STN-00242,松井整形外科,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み402,402,117.483333333,523.7137,34,04d59192752f80,male_男性,office_worker_会社員,2015-10-10 16:00:00,2015-10-10 16:00:00,2015-10-10 19:00:00,2015-10-10 16:00:00,2015-10-10 18:00:00,34.95535948,137.0933699,34.954064,137.091118,commute,19.8,0.0
3015,USR-05597,STN-00224,ぷらざ三河安城,STN-00224,ぷらざ三河安城,P-COM,安城市0み417,417,71.9833333333,443.0805,46,0448c382973b80,male_男性,office_worker_会社員,2015-10-10 16:00:00,2015-10-10 16:00:00,2015-10-10 18:00:00,2015-10-10 17:00:00,2015-10-10 18:00:00,34.96519928,137.0599055,34.96519928,137.0599055,errand,19.8,0.0
3016,USR-02213,STN-00197,損保ジャパン日本興亜 御幸ステーション,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み402,402,11.4333333333,85.7834,48,04ffff82973b80,,office_worker_会社員,2015-02-20 12:00:00,2015-02-20 18:00:00,2015-02-20 19:00:00,2015-02-20 18:00:00,2015-02-20 18:00:00,34.95899649,137.0829127,34.954064,137.091118,commute,9.9,0.0
3017,USR-07328,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み430,430,5.56666666667,104.2688,46,044dab92752f80,female_女性,other,2016-05-08 09:00:00,2016-05-08 09:00:00,2016-05-08 10:00:00,2016-05-08 09:00:00,2016-05-08 09:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,20.4,0.0
3018,USR-07283,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み420,420,15.1166666667,222.4239,46,046cc482973b80,female_女性,housewife_主婦,2016-05-03 19:00:00,2016-05-03 19:00:00,2016-05-03 20:00:00,2016-05-03 19:00:00,2016-05-03 20:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,19.6,0.0
3019,USR-07065,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み401,401,6.73333333333,112.9336,39,04378e92752f80,female_女性,other,2016-04-11 09:00:00,2016-04-11 09:00:00,2016-04-11 10:00:00,2016-04-11 09:00:00,2016-04-11 09:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,13.1,0.0
3020,USR-07025,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み422,422,10.1833333333,111.4988,39,04378e92752f80,female_女性,other,2016-04-07 09:00:00,2016-04-07 09:00:00,2016-04-07 10:00:00,2016-04-07 09:00:00,2016-04-07 09:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,10.7,3.5
3021,USR-06759,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み426,426,8.01666666667,158.6738,46,046cc482973b80,female_女性,housewife_主婦,2016-02-28 16:00:00,2016-02-28 16:00:00,2016-02-28 17:00:00,2016-02-28 16:00:00,2016-02-28 16:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,15.0,0.0
3022,USR-06647,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み401,401,9.01666666667,146.3444,46,044dab92752f80,female_女性,other,2016-02-09 09:00:00,2016-02-09 09:00:00,2016-02-09 10:00:00,2016-02-09 09:00:00,2016-02-09 09:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,5.3,0.0
3023,USR-06517,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み425,425,9.05,130.6736,46,044dab92752f80,female_女性,other,2016-01-18 09:00:00,2016-01-18 09:00:00,2016-01-18 10:00:00,2016-01-18 09:00:00,2016-01-18 09:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,6.5,1.5
3024,USR-06429,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み413,413,9.11666666667,145.9009,46,044dab92752f80,female_女性,other,2015-12-28 09:00:00,2015-12-28 09:00:00,2015-12-28 10:00:00,2015-12-28 09:00:00,2015-12-28 09:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,6.2,0.0
3025,USR-06383,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み415,415,8.73333333333,151.451,46,044dab92752f80,female_女性,other,2015-12-21 09:00:00,2015-12-21 09:00:00,2015-12-21 10:00:00,2015-12-21 09:00:00,2015-12-21 09:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,7.7,0.0
3026,USR-06323,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,B-COM,安城市み409,409,10.5833333333,243.4035,40,046617928f3684,female_女性,office_worker_会社員,2015-12-10 17:00:00,2015-12-10 17:00:00,2015-12-10 17:00:00,2015-12-10 17:00:00,2015-12-10 17:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,13.5,0.0
3027,USR-06322,STN-00195,中央図書館,STN-00202,碧海信用金庫本店,P-COM,安城市0み428,428,9.83333333333,110.8637,52,0440c482973b80,,,2015-12-10 17:00:00,2015-12-10 17:00:00,2015-12-10 18:00:00,2015-12-10 17:00:00,2015-12-10 17:00:00,34.94673564,137.0765226,34.95775399,137.0852319,commute,13.5,0.0
3028,USR-06285,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み430,430,8.18333333333,127.5628,40,046617928f3684,female_女性,office_worker_会社員,2015-12-02 17:00:00,2015-12-02 17:00:00,2015-12-02 17:00:00,2015-12-02 17:00:00,2015-12-02 17:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,13.7,0.0
3029,USR-06085,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み402,402,11.0166666667,132.3403,32,041cb682973b81,female_女性,housewife_主婦,2015-11-12 10:00:00,2015-11-12 10:00:00,2015-11-12 10:00:00,2015-11-12 10:00:00,2015-11-12 10:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,14.3,0.0
3030,USR-06087,STN-00236,サークルK安城警察署西店,STN-00224,ぷらざ三河安城,P-COM,安城市0み402,402,8.63333333333,105.4757,32,041cb682973b81,female_女性,housewife_主婦,2015-11-12 10:00:00,2015-11-12 10:00:00,2015-11-12 13:00:00,2015-11-12 10:00:00,2015-11-12 10:00:00,34.95937554,137.0719136,34.96519928,137.0599055,commute,14.3,0.0
3031,USR-07347,STN-00256,三河安城駅北,STN-00236,サークルK安城警察署西店,P-COM,安城市0み430,430,21.1,232.0105,54,04393d92752f80,male_男性,office_worker_会社員,2016-05-09 10:00:00,2016-05-09 10:00:00,2016-05-09 11:00:00,2016-05-09 10:00:00,2016-05-09 11:00:00,,,34.95937554,137.0719136,commute,19.4,0.5
3032,USR-07079,STN-00256,三河安城駅北,STN-00236,サークルK安城警察署西店,P-COM,安城市0み427,427,7.03333333333,133.0489,50,040daf928f3681,female_女性,student_学生,2016-04-12 13:00:00,2016-04-12 13:00:00,2016-04-12 13:00:00,2016-04-12 13:00:00,2016-04-12 13:00:00,,,34.95937554,137.0719136,commute,16.4,0.0
3033,USR-07084,STN-00195,中央図書館,STN-00236,サークルK安城警察署西店,P-COM,安城市0み420,420,7.71666666667,129.0586,43,04ac2692752f80,female_女性,office_worker_会社員,2016-04-12 19:00:00,2016-04-12 19:00:00,2016-04-12 20:00:00,2016-04-12 19:00:00,2016-04-12 20:00:00,34.94673564,137.0765226,34.95937554,137.0719136,commute,13.4,0.0
3034,USR-07463,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み422,422,9.21666666667,136.7281,50,040daf928f3681,female_女性,student_学生,2016-05-19 12:00:00,2016-05-19 12:00:00,2016-05-19 13:00:00,2016-05-19 12:00:00,2016-05-19 13:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,25.3,0.0
3035,USR-07137,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み421,421,6.25,130.8823,50,040daf928f3681,female_女性,student_学生,2016-04-18 13:00:00,2016-04-18 13:00:00,2016-04-18 13:00:00,2016-04-18 13:00:00,2016-04-18 13:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,17.0,0.0
3036,USR-06384,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み428,428,7.93333333333,158.2392,50,040daf928f3681,female_女性,student_学生,2015-12-21 12:00:00,2015-12-21 12:00:00,2015-12-21 12:00:00,2015-12-21 12:00:00,2015-12-21 12:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,8.4,1.0
3037,USR-06320,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み405,405,10.2666666667,154.0338,50,040daf928f3681,female_女性,student_学生,2015-12-09 12:00:00,2015-12-09 12:00:00,2015-12-09 12:00:00,2015-12-09 12:00:00,2015-12-09 12:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,12.2,0.0
3038,USR-06309,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み405,405,8.5,153.7749,50,040daf928f3681,female_女性,student_学生,2015-12-07 12:00:00,2015-12-07 12:00:00,2015-12-07 12:00:00,2015-12-07 12:00:00,2015-12-07 12:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,13.3,0.0
3039,USR-06296,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み418,418,7.71666666667,141.8968,50,040daf928f3681,female_女性,student_学生,2015-12-04 12:00:00,2015-12-04 12:00:00,2015-12-04 12:00:00,2015-12-04 12:00:00,2015-12-04 12:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,9.8,0.0
3040,USR-06291,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み404,404,7.35,150.9511,50,040daf928f3681,female_女性,student_学生,2015-12-03 12:00:00,2015-12-03 12:00:00,2015-12-03 12:00:00,2015-12-03 12:00:00,2015-12-03 12:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,14.8,0.0
3041,USR-06303,STN-00236,サークルK安城警察署西店,STN-00236,サークルK安城警察署西店,P-COM,安城市0み415,415,27.5166666667,263.3707,50,04710182973b84,male_男性,office_worker_会社員,2015-12-05 10:00:00,2015-12-05 10:00:00,2015-12-05 12:00:00,2015-12-05 10:00:00,2015-12-05 11:00:00,34.95937554,137.0719136,34.95937554,137.0719136,errand,10.6,0.0
3042,USR-06058,STN-00236,サークルK安城警察署西店,STN-00236,サークルK安城警察署西店,P-COM,安城市0み417,417,50.7333333333,392.4076,50,04710182973b84,male_男性,office_worker_会社員,2015-11-08 09:00:00,2015-11-08 09:00:00,2015-11-08 11:00:00,2015-11-08 09:00:00,2015-11-08 10:00:00,34.95937554,137.0719136,34.95937554,137.0719136,errand,15.0,0.0
3043,USR-05994,STN-00236,サークルK安城警察署西店,STN-00236,サークルK安城警察署西店,P-COM,安城市0み417,417,43.55,216.9865,47,041ad582973b81,female_女性,housewife_主婦,2015-10-31 17:00:00,2015-10-31 17:00:00,2015-10-31 18:00:00,2015-10-31 17:00:00,2015-10-31 18:00:00,34.95937554,137.0719136,34.95937554,137.0719136,errand,14.5,0.0
3044,USR-05608,STN-00236,サークルK安城警察署西店,STN-00236,サークルK安城警察署西店,P-COM,安城市0み407,407,66.0333333333,377.1294,41,049d6192752f80,female_女性,office_worker_会社員,2015-10-11 15:00:00,2015-10-11 15:00:00,2015-10-11 17:00:00,2015-10-11 15:00:00,2015-10-11 16:00:00,34.95937554,137.0719136,34.95937554,137.0719136,errand,20.8,0.0
3045,USR-05474,STN-00236,サークルK安城警察署西店,STN-00236,サークルK安城警察署西店,P-COM,安城市0み402,402,102.6,431.3669,45,04898f92752f80,male_男性,self_employed_自営業,2015-10-03 10:00:00,2015-10-03 10:00:00,2015-10-03 11:00:00,2015-10-03 10:00:00,2015-10-03 11:00:00,34.95937554,137.0719136,34.95937554,137.0719136,errand,22.3,0.0
3046,USR-05443,STN-00236,サークルK安城警察署西店,STN-00236,サークルK安城警察署西店,P-COM,安城市0み402,402,133.483333333,479.9297,45,04898f92752f80,male_男性,self_employed_自営業,2015-10-01 15:00:00,2015-10-01 15:00:00,2015-10-01 18:00:00,2015-10-01 16:00:00,2015-10-01 18:00:00,34.95937554,137.0719136,34.95937554,137.0719136,errand,20.1,1.5
3047,USR-06700,STN-00247,八千代病院,STN-00236,サークルK安城警察署西店,P-COM,安城市0み430,430,17.1666666667,253.5849,46,04b13092752f80,male_男性,civil_servant_公務員,2016-02-19 18:00:00,2016-02-19 18:00:00,2016-02-19 18:00:00,2016-02-19 18:00:00,2016-02-19 18:00:00,34.986649,137.080223,34.95937554,137.0719136,commute,12.6,0.0
3048,USR-06693,STN-00247,八千代病院,STN-00236,サークルK安城警察署西店,P-COM,安城市0み417,417,97.2833333333,258.7487,69,0445ff928f3680,male_男性,other,2016-02-19 14:00:00,2016-02-19 14:00:00,2016-02-19 15:00:00,2016-02-19 14:00:00,2016-02-19 16:00:00,34.986649,137.080223,34.95937554,137.0719136,commute,13.9,0.0
3049,USR-07101,STN-00196,大嶽安城 御幸ステーション,STN-00236,サークルK安城警察署西店,P-COM,安城市0み423,423,8.61666666667,123.7873,50,040daf928f3681,female_女性,student_学生,2016-04-14 16:00:00,2016-04-14 16:00:00,2016-04-14 17:00:00,2016-04-14 17:00:00,2016-04-14 17:00:00,34.960998,137.08374,34.95937554,137.0719136,commute,23.6,0.0
3050,USR-06667,STN-00223,ビレッジ開発本社,STN-00236,サークルK安城警察署西店,P-COM,安城市0み428,428,13.4333333333,129.1308,35,043d2c92752f80,male_男性,office_worker_会社員,2016-02-13 17:00:00,2016-02-13 17:00:00,2016-02-13 17:00:00,2016-02-13 17:00:00,2016-02-13 17:00:00,34.96831091,137.0565222,34.95937554,137.0719136,commute,11.0,1.0
3051,USR-06068,STN-00237,サークルK安城篠目童子店,STN-00236,サークルK安城警察署西店,P-COM,安城市0み419,419,9.45,123.8778,51,04fc8092752f80,female_女性,other,2015-11-09 10:00:00,2015-11-09 10:00:00,2015-11-09 10:00:00,2015-11-09 10:00:00,2015-11-09 10:00:00,34.97129268,137.0651927,34.95937554,137.0719136,commute,18.5,0.0
3052,USR-07385,STN-00250,二本木公民館,STN-00236,サークルK安城警察署西店,P-COM,安城市0み430,430,8.06666666667,140.9717,50,040daf928f3681,female_女性,student_学生,2016-05-13 14:00:00,2016-05-13 14:00:00,2016-05-13 15:00:00,2016-05-13 15:00:00,2016-05-13 15:00:00,34.972510,137.055994,34.95937554,137.0719136,commute,24.9,0.0
3053,USR-07384,STN-00236,サークルK安城警察署西店,STN-00250,二本木公民館,P-COM,安城市0み430,430,9.63333333333,132.6468,50,040daf928f3681,female_女性,student_学生,2016-05-13 14:00:00,2016-05-13 14:00:00,2016-05-13 14:00:00,2016-05-13 14:00:00,2016-05-13 14:00:00,34.95937554,137.0719136,34.972510,137.055994,commute,24.9,0.0
3054,USR-07303,STN-00222,市民交流センター,STN-00236,サークルK安城警察署西店,P-COM,安城市0み429,429,8.75,106.3588,50,04a45392752f80,female_女性,housewife_主婦,2016-05-06 12:00:00,2016-05-06 12:00:00,2016-05-06 12:00:00,2016-05-06 12:00:00,2016-05-06 12:00:00,34.96323548,137.0846516,34.95937554,137.0719136,commute,18.7,0.0
3055,USR-07188,STN-00222,市民交流センター,STN-00236,サークルK安城警察署西店,P-COM,安城市0み426,426,6.16666666667,119.7921,50,04a45392752f80,female_女性,housewife_主婦,2016-04-22 12:00:00,2016-04-22 12:00:00,2016-04-22 12:00:00,2016-04-22 12:00:00,2016-04-22 12:00:00,34.96323548,137.0846516,34.95937554,137.0719136,commute,22.2,0.0
3056,USR-07427,STN-00198,安城市役所,STN-00257,デンパーク,P-COM,安城市0み402,402,12.2833333333,298.7254,50,04cbc682973b80,,,2016-05-16 10:00:00,2016-05-16 10:00:00,2016-05-16 11:00:00,2016-05-16 11:00:00,2016-05-16 11:00:00,34.95856945,137.0797999,,,commute,20.3,0.0
3057,USR-07377,STN-00198,安城市役所,STN-00257,デンパーク,P-COM,安城市0み414,414,22.1666666667,308.8949,50,04cbc682973b80,,,2016-05-12 07:00:00,2016-05-12 07:00:00,2016-05-12 08:00:00,2016-05-12 07:00:00,2016-05-12 07:00:00,34.95856945,137.0797999,,,commute,17.1,0.0
3058,USR-07558,STN-00247,八千代病院,STN-00257,デンパーク,P-COM,安城市0み422,422,22.6833333333,469.5855,48,0472fb928f3680,female_女性,housewife_主婦,2016-05-29 10:00:00,2016-05-29 10:00:00,2016-05-29 11:00:00,2016-05-29 10:00:00,2016-05-29 11:00:00,34.986649,137.080223,,,commute,24.9,0.0
3059,USR-07509,STN-00247,八千代病院,STN-00257,デンパーク,P-COM,安城市0み422,422,44.2166666667,451.6912,63,0413a3928f3680,,other,2016-05-25 12:00:00,2016-05-25 12:00:00,2016-05-25 12:00:00,2016-05-25 12:00:00,2016-05-25 13:00:00,34.986649,137.080223,,,commute,24.1,0.0
3060,USR-07298,STN-00230,サークルK安城大東町南店,STN-00257,デンパーク,P-COM,安城市0み421,421,16.25,368.3899,41,0456c692752f80,male_男性,office_worker_会社員,2016-05-05 17:00:00,2016-05-05 17:00:00,2016-05-05 18:00:00,2016-05-05 17:00:00,2016-05-05 17:00:00,34.96279451,137.0842754,,,commute,21.5,0.0
3061,USR-07343,STN-00235,サークルK安城池浦店,STN-00257,デンパーク,P-COM,安城市0み422,422,20.8333333333,484.8535,50,04cbc682973b80,,,2016-05-09 07:00:00,2016-05-09 07:00:00,2016-05-09 09:00:00,2016-05-09 08:00:00,2016-05-09 08:00:00,34.9721043,137.0804115,,,commute,17.4,0.0
3062,USR-04628,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,P-COM,安城市0み404,404,121.4,621.4724,47,040bb682973b81,male_男性,other,2015-07-22 00:00:00,2015-07-22 08:00:00,2015-07-22 11:00:00,2015-07-22 08:00:00,2015-07-22 10:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,25.4,0.0
3063,USR-04187,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,P-COM,安城市0み404,404,160.55,1024.8042,47,040bb682973b81,male_男性,other,2015-06-26 00:00:00,2015-06-26 10:00:00,2015-06-26 13:00:00,2015-06-26 10:00:00,2015-06-26 12:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,22.6,0.0
3064,USR-04000,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,B-COM,安城市み410,410,154.616666667,206.8905,44,0426d182973b81,female_女性,office_worker_会社員,2015-06-16 08:00:00,2015-06-16 09:00:00,2015-06-16 12:00:00,2015-06-16 09:00:00,2015-06-16 12:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,23.9,0.0
3065,USR-04002,STN-00195,中央図書館,STN-00195,中央図書館,B-COM,安城市0み411,411,112.216666667,1157.9275,60,04821c82973b84,male_男性,self_employed_自営業,2015-06-16 08:00:00,2015-06-16 14:00:00,2015-06-16 17:00:00,2015-06-16 13:00:00,2015-06-16 15:00:00,34.94673564,137.0765226,34.94673564,137.0765226,errand,23.9,0.0
3066,USR-03204,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,P-COM,安城市0み402,402,60.0333333333,151.9876,44,0426d182973b81,female_女性,office_worker_会社員,2015-04-27 15:00:00,2015-04-28 10:00:00,2015-04-28 12:00:00,2015-04-28 10:00:00,2015-04-28 11:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,26.5,0.0
3067,USR-03135,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,B-COM,安城市み410,410,29.5833333333,206.2097,44,0426d182973b81,female_女性,office_worker_会社員,2015-04-22 09:00:00,2015-04-22 09:00:00,2015-04-22 12:00:00,2015-04-22 10:00:00,2015-04-22 10:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,18.5,0.0
3068,USR-02634,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,P-COM,安城市0み402,402,139.3,672.4738,46,0499f482973b80,female_女性,housewife_主婦,2015-03-17 16:00:00,2015-03-18 10:00:00,2015-03-18 13:00:00,2015-03-18 10:00:00,2015-03-18 12:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,20.5,0.0
3069,USR-02145,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,B-COM,安城市み410,410,210.15,265.5361,44,0426d182973b81,female_女性,office_worker_会社員,2015-02-16 09:00:00,2015-02-18 12:00:00,2015-02-18 16:00:00,2015-02-18 12:00:00,2015-02-18 15:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,3.2,0.0
3070,USR-01783,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,P-COM,安城市0み401,401,71.9166666667,141.3404,44,0426d182973b81,female_女性,office_worker_会社員,2015-01-26 13:00:00,2015-01-26 13:00:00,2015-01-26 15:00:00,2015-01-26 13:00:00,2015-01-26 14:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,11.2,0.0
3071,USR-01543,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,P-COM,安城市0み406,F01140277,142.216666667,350.5421,46,04d51882973b84,male_男性,office_worker_会社員,2015-01-10 12:00:00,2015-01-17 10:00:00,2015-01-17 14:00:00,2015-01-17 10:00:00,2015-01-17 12:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,7.6,0.0
3072,USR-01513,STN-00204,ＪＲ安城駅前第１駐車場,STN-00191,エコセンター安城,P-COM,安城市0み401,401,75.3166666667,950.8034,43,048dc482973b80,female_女性,office_worker_会社員,2015-01-09 07:00:00,2015-01-09 10:00:00,2015-01-09 12:00:00,2015-01-09 10:00:00,2015-01-09 11:00:00,34.95951,137.087292,34.96174153,137.0845843,commute,2.3,0.0
3073,USR-05171,STN-00195,中央図書館,STN-00191,エコセンター安城,P-COM,安城市0み403,403,12.0833333333,137.9398,37,04e6bb82973b80,female_女性,housewife_主婦,2015-09-06 10:00:00,2015-09-06 11:00:00,2015-09-06 12:00:00,2015-09-06 11:00:00,2015-09-06 11:00:00,34.94673564,137.0765226,34.96174153,137.0845843,commute,22.4,2.0
3074,USR-02416,STN-00195,中央図書館,STN-00191,エコセンター安城,B-COM,安城市み410,410,12.7333333333,140.1688,43,048dc482973b80,female_女性,office_worker_会社員,2015-03-03 06:00:00,2015-03-03 15:00:00,2015-03-03 15:00:00,2015-03-03 15:00:00,2015-03-03 15:00:00,34.94673564,137.0765226,34.96174153,137.0845843,commute,0.0,0.0
3075,USR-02306,STN-00195,中央図書館,STN-00191,エコセンター安城,P-COM,安城市0み406,F01140277,13.3166666667,131.9523,43,048dc482973b80,female_女性,office_worker_会社員,2015-02-24 13:00:00,2015-02-24 15:00:00,2015-02-24 16:00:00,2015-02-24 15:00:00,2015-02-24 15:00:00,34.94673564,137.0765226,34.96174153,137.0845843,commute,12.3,0.0
3076,USR-04139,STN-00198,安城市役所,STN-00191,エコセンター安城,P-COM,安城市0み412,412,161.7,526.0724,47,040bb682973b81,male_男性,other,2015-06-23 19:00:00,2015-06-24 08:00:00,2015-06-24 11:00:00,2015-06-24 08:00:00,2015-06-24 11:00:00,34.95856945,137.0797999,34.96174153,137.0845843,commute,24.1,0.0
3077,USR-04140,STN-00222,市民交流センター,STN-00222,市民交流センター,P-COM,安城市0み412,412,128.966666667,350.131,42,04750c82973b84,female_女性,housewife_主婦,2015-06-23 19:00:00,2015-06-26 09:00:00,2015-06-26 12:00:00,2015-06-26 09:00:00,2015-06-26 11:00:00,34.96323548,137.0846516,34.96323548,137.0846516,errand,24.1,0.0
